oracle_calls,scaffold,smiles,reward,penalized_reward,hydroxypyridine_raw_values,hydroxypyridine_reward,activation_energy_raw_values,activation_energy_reward
159,c1ccncc1,c1(F)cnc(O)c([N+](=O)[O-])c1[N+]([O-])=O,0.8938022,0.8938022,1.0,1.0,11.49747958756745,0.8938022
160,O=C(Nc1ccccc1)c1cccnc1,c1(N(C)C(c2c([N+]([O-])=O)c([N+]([O-])=O)c(O)nc2)=O)ccccc1,0.9300396,0.9300396,1.0,1.0,7.5270200670407315,0.9300396
161,c1ccncc1,c1([N+]([O-])=O)c(F)c([N+](=O)[O-])c(O)nc1,0.8354068,0.8354068,1.0,1.0,15.890278084523526,0.8354068
162,c1ccncc1,O=[N+]([O-])c1c(O)ncc(C(F)(F)F)c1[N+]([C@@H](C)C(F)(F)F)=O,0.88567716,0.88567716,1.0,1.0,12.21715137809478,0.88567716
163,O=C(Nc1ccccc1)c1ccncc1,c1(Cl)c(C(N(C)c2ccccc2)=O)c([N+]([O-])=O)c(O)nc1,0.09646592,0.09646592,1.0,1.0,49.431412484554805,0.09646592
164,c1ccncc1,[O-][N+](=O)c1c([N+]([O-])=O)c(C)nc(O)c1[N+](=O)[O-],0.60926324,0.60926324,1.0,1.0,26.141586607551723,0.60926324
165,c1ccncc1,[O-][N+](=O)/C=C\c1c(C(F)(F)F)cnc(O)c1[N+]([O-])=O,0.0,0.0,1.0,1.0,1000.0,0.0
166,c1ccncc1,n1cc(C(N(C)C)=O)c([N+](=O)[O-])c(S(N(C)C)(=O)=O)c1O,0.15399918,0.15399918,1.0,1.0,44.79704794046905,0.15399918
167,c1ccncc1,C(F)(F)(c1c([N+](=O)[O-])c(S(N(C)C)(=O)=O)c(O)nc1)F,0.46962392,0.46962392,1.0,1.0,31.05667378994258,0.46962392
168,c1cncc(-c2cn[nH]c2)c1,c1nc(O)c([N+]([O-])=O)c([N+]([O-])=O)c1-c1cn(C)nc1,0.79511386,0.79511386,1.0,1.0,18.22166403349879,0.79511386
169,c1ccncc1,c1(F)c(C(F)(F)F)c(C(=O)N(C)C)cnc1O,0.5617533,0.5617533,1.0,1.0,27.843461327246892,0.5617533
170,c1cncc(-c2cn[nH]c2)c1,FC(F)(c1c(-c2cnn(C)c2)cnc(O)c1F)F,0.6236823,0.6236823,1.0,1.0,25.611824284264404,0.6236823
171,O=C(Nc1ccccc1)c1cnccc1-c1cn[nH]c1,c1(-c2c([N+](=O)[O-])c(O)ncc2C(=O)N(c2ccccc2)C)cn(C)nc1,0.06405807,0.06405807,1.0,1.0,53.29350111892405,0.06405807
172,c1ccncc1,c1(O)ncc(C(N(C)C)=O)c(C(F)(F)F)c1C(F)(F)F,0.76478404,0.76478404,1.0,1.0,19.758560237392555,0.76478404
174,c1ccncc1,FC(F)(F)c1c(Cl)c(O)ncc1C(F)(F)F,0.50539654,0.50539654,1.0,1.0,29.81249820554547,0.50539654
174,c1ccc(Nc2ccncc2)cc1,c1([N+](=O)[O-])c(N(C)c2ccccc2)c([N+](=O)[O-])c(O)nc1,0.39287555,0.39287555,1.0,1.0,33.78045396324632,0.39287555
175,O=C(Nc1ccccc1)c1cccnc1,c1c([N+]([O-])=O)c(C(N(c2ccccc2)C)=O)cnc1O,0.12855947,0.12855947,1.0,1.0,46.622673803559564,0.12855947
176,O=C(NCCNc1ccccc1)c1cccnc1,C(CN(C(c1c([N+](=O)[O-])c([N+](=O)[O-])c(O)nc1)=O)C)N(C)c1ccccc1,0.01312936,0.01312936,1.0,1.0,67.52033316393899,0.01312936
177,c1ccncc1,c1([N+]([O-])=O)c(O)ncc(C(C)(C)F)c1[N+]([O-])=O,0.9359869,0.9359869,1.0,1.0,6.699987680616959,0.9359869
178,O=C(Nc1ccccc1)c1cccnc1,c1(F)c(O)ncc(C(=O)N(c2ccccc2)C)c1[N+](=O)[O-],0.47007814,0.47007814,1.0,1.0,31.04083545082654,0.47007814
179,O=C(c1cccnc1)N(c1ccccc1)C1CC1,c1ccccc1N(C1CC1)C(=O)c1cnc(O)c([N+]([O-])=O)c1[N+](=O)[O-],0.064694375,0.064694375,1.0,1.0,53.201740408523776,0.064694375
180,c1ccncc1,CC(C)(C)OC(c1c([N+](=O)[O-])c([N+]([O-])=O)c(O)nc1)=O,0.847541,0.847541,1.0,1.0,15.09984832571398,0.847541
181,c1ccncc1,FC(c1cc(C(F)(F)F)c([N+](=O)[O-])c(O)n1)(F)F,0.7397897,0.7397897,1.0,1.0,20.92432223791467,0.7397897
182,c1ccncc1,FC(F)(F)c1c([N+](=O)[O-])c([N+](=O)[O-])c(OC)nc1O,0.5003835,0.5003835,1.0,1.0,29.986676010248733,0.5003835
183,c1ccncc1,[N+](F)(F)(F)c1c(C(F)(F)F)cnc(O)c1[N+](=O)[O-],0.0,0.0,1.0,1.0,1000.0,0.0
184,c1ccncc1,c1(C(F)(F)F)cnc(O)c(F)c1[N+](=O)[O-],0.6176011,0.6176011,1.0,1.0,25.836171471427892,0.6176011
185,c1ccncc1,c1([N+]([O-])=O)c(C(F)(F)F)cnc(O)c1[N+]([O-])=C,0.8663599,0.8663599,1.0,1.0,13.764771718873561,0.8663599
186,c1ccncc1,c1(S(=O)N(C)C)c([N+](=O)[O-])c([N+]([O-])=O)c(O)nc1,0.7557335,0.7557335,1.0,1.0,20.189903974757332,0.7557335
187,c1ccncc1,C(C)(F)(c1c([N+]([O-])=O)c([N+]([O-])=O)c(O)nc1)F,0.90282816,0.90282816,1.0,1.0,10.638707771950079,0.90282816
188,c1ccncc1,[N+]([O-])(=O)c1c([N+](F)=O)c(C(F)(F)F)cnc1O,0.9405724,0.9405724,1.0,1.0,6.011923542305063,0.9405724
189,c1ccncc1,C(F)C(c1cnc(O)c([N+](=O)[O-])c1[N+](=O)[O-])F,0.85008675,0.85008675,1.0,1.0,14.927534224137915,0.85008675
190,c1ccncc1,C([O-])(c1c([N+]([O-])=O)c([N+]([O-])=O)c(O)nc1)=O,0.7397305,0.7397305,1.0,1.0,20.926995428281337,0.7397305
191,c1ccncc1,C(F)(c1cnc(O)c([N+](=O)[O-])c1[N+](=O)[O-])F,0.8278974,0.8278974,1.0,1.0,16.35621641920665,0.8278974
192,c1ccncc1,[N+](=O)(F)c1c(O)ncc(C(F)(F)F)c1[N+]([O-])=O,0.00014009776,0.00014009776,1.0,1.0,107.07015943246955,0.00014009776
193,c1ccncc1,c1c(C(F)(F)F)c([N+](=O)[O-])c([N+](C)=O)c(O)n1,0.12506095,0.12506095,1.0,1.0,46.8971213471488,0.12506095
194,c1ccncc1,FC(F)(c1cnc(O)c([N+]([O-])=O)c1[N+](C)=O)F,0.76567596,0.76567596,1.0,1.0,19.71543778632503,0.76567596
195,c1ccncc1,[O-][N+](=C)c1c(C(F)(F)F)cnc(O)c1[N+](=O)[O-],0.879791,0.879791,1.0,1.0,12.711145661352713,0.879791
196,c1ccncc1,FC([O-])(c1cnc(O)c([N+](=O)[O-])c1[N+](=O)[O-])F,0.96532565,0.96532565,1.0,1.0,1.1066945337425422,0.96532565
197,c1ccncc1,[O-]C(c1c([N+]([O-])=O)c([N+](=O)[O-])c(O)nc1)([O-])F,0.9545336,0.9545336,1.0,1.0,3.557991268126247,0.9545336
198,c1ccncc1,[O-]C([O-])(c1c([N+](=O)[O-])c([N+]([O-])=O)c(O)nc1)[O-],0.26275277,0.26275277,1.0,1.0,38.96131650830855,0.26275277
199,c1ccncc1,c1([N+](=O)[O-])c([N+](F)=O)c(O)ncc1C(F)([O-])F,0.92753875,0.92753875,1.0,1.0,7.855471075968457,0.92753875
200,c1ccncc1,[O-][N+](c1c([N+]([O-])=O)c(C(F)(C)[O-])cnc1O)=O,0.954106,0.954106,1.0,1.0,3.6431882294108635,0.954106
201,c1ccncc1,O=[N+](F)c1c([N+](=O)[O-])c(O)ncc1C([O-])(F)F,0.93129426,0.93129426,1.0,1.0,7.358119617018494,0.93129426
